Time,100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],100 ROOM 1::Des Latent Heat Load [W],100 ROOM 1::Des Latent Cool Load [W],100 ROOM 1::Des Latent Heat Mass Flow [kg/s],100 ROOM 1::Des Latent Cool Mass Flow [kg/s],100 ROOM 1::Des Heat Load No DOAS [W],100 ROOM 1::Des Sens Cool Load No DOAS [W],100 ROOM 1::Des Latent Heat Load No DOAS [W],100 ROOM 1::Des Latent Cool Load No DOAS [W],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Temperature [C],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Relative Humidity [%],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Temperature [C],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Relative Humidity [%],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],101 ROOM 2::Des Latent Heat Load [W],101 ROOM 2::Des Latent Cool Load [W],101 ROOM 2::Des Latent Heat Mass Flow [kg/s],101 ROOM 2::Des Latent Cool Mass Flow [kg/s],101 ROOM 2::Des Heat Load No DOAS [W],101 ROOM 2::Des Sens Cool Load No DOAS [W],101 ROOM 2::Des Latent Heat Load No DOAS [W],101 ROOM 2::Des Latent Cool Load No DOAS [W],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Temperature [C],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Relative Humidity [%],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Temperature [C],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Relative Humidity [%]
01:00:00,5.692750E+03,2.859488E+03,3.483314E-01,2.831335E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489016E+01,2.389519E+01,3.989330E+01,5.070221E+03,2.811919E+03,2.646166E-01,2.784219E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.869827E+01,2.389524E+01,3.980679E+01
02:00:00,5.693761E+03,2.606220E+03,3.483933E-01,2.580530E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489055E+01,2.389530E+01,3.937517E+01,5.071906E+03,2.566304E+03,2.647045E-01,2.540992E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.869931E+01,2.389536E+01,3.929387E+01
03:00:00,5.694766E+03,2.405206E+03,3.484547E-01,2.381454E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489092E+01,2.389549E+01,3.889281E+01,5.073578E+03,2.371115E+03,2.647918E-01,2.347686E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870035E+01,2.389554E+01,3.881548E+01
04:00:00,5.695759E+03,2.233250E+03,3.485155E-01,2.211141E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489130E+01,2.389573E+01,3.846233E+01,5.075233E+03,2.203915E+03,2.648782E-01,2.182084E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870137E+01,2.389579E+01,3.838831E+01
05:00:00,5.696746E+03,2.107350E+03,3.485759E-01,2.086427E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489167E+01,2.389602E+01,3.806581E+01,5.076877E+03,2.082848E+03,2.649639E-01,2.062152E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870239E+01,2.389610E+01,3.799515E+01
06:00:00,5.697722E+03,2.092844E+03,3.486357E-01,2.071967E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489204E+01,2.389649E+01,3.772151E+01,5.078504E+03,2.066250E+03,2.650488E-01,2.045610E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870339E+01,2.389662E+01,3.765594E+01
07:00:00,5.698692E+03,2.196097E+03,3.486950E-01,2.173898E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489240E+01,2.389781E+01,3.756054E+01,5.080119E+03,2.180972E+03,2.651331E-01,2.158974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870439E+01,2.389759E+01,3.749482E+01
08:00:00,5.699651E+03,2.567914E+03,3.487537E-01,2.541825E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489276E+01,2.389832E+01,3.769510E+01,5.081717E+03,2.567497E+03,2.652166E-01,2.541377E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870538E+01,2.389846E+01,3.764383E+01
09:00:00,5.700604E+03,3.017090E+03,3.488120E-01,2.986096E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489312E+01,2.389946E+01,3.832614E+01,5.083305E+03,3.051909E+03,2.652994E-01,3.020476E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870635E+01,2.389973E+01,3.830754E+01
10:00:00,5.701546E+03,3.501223E+03,3.488696E-01,3.464969E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489348E+01,2.390028E+01,3.921211E+01,5.084876E+03,3.546350E+03,2.653814E-01,3.509590E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870732E+01,2.390039E+01,3.924576E+01
11:00:00,5.702482E+03,4.025713E+03,3.489269E-01,3.984156E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489383E+01,2.389996E+01,4.004219E+01,5.086435E+03,4.053198E+03,2.654628E-01,4.011329E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870828E+01,2.390003E+01,4.010032E+01
12:00:00,5.703408E+03,4.448740E+03,3.489836E-01,4.403197E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489418E+01,2.389910E+01,4.072376E+01,5.087979E+03,4.437535E+03,2.655434E-01,4.392109E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.870924E+01,2.389910E+01,4.076391E+01
13:00:00,5.704328E+03,4.833646E+03,3.490399E-01,4.784567E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489452E+01,2.389827E+01,4.120663E+01,5.089512E+03,4.777220E+03,2.656234E-01,4.728733E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.871018E+01,2.389823E+01,4.120788E+01
14:00:00,5.705238E+03,5.166992E+03,3.490955E-01,5.114844E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489486E+01,2.389766E+01,4.155400E+01,5.091029E+03,5.073628E+03,2.657026E-01,5.022441E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110642E+01,2.871111E+01,2.389762E+01,4.151823E+01
15:00:00,5.706141E+03,5.420765E+03,3.491508E-01,5.366300E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489520E+01,2.389720E+01,4.181763E+01,5.092535E+03,5.302927E+03,2.657812E-01,5.249652E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871204E+01,2.389719E+01,4.175747E+01
16:00:00,5.707035E+03,5.578814E+03,3.492055E-01,5.522974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489554E+01,2.389682E+01,4.200243E+01,5.094026E+03,5.444242E+03,2.658590E-01,5.389739E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871295E+01,2.389684E+01,4.192987E+01
17:00:00,5.707923E+03,5.674039E+03,3.492599E-01,5.617441E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489587E+01,2.389648E+01,4.210447E+01,5.095506E+03,5.527093E+03,2.659363E-01,5.471942E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871386E+01,2.389651E+01,4.202515E+01
18:00:00,5.708802E+03,5.636295E+03,3.493136E-01,5.580228E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489620E+01,2.389621E+01,4.215004E+01,5.096971E+03,5.481416E+03,2.660127E-01,5.426869E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871476E+01,2.389624E+01,4.206542E+01
19:00:00,5.709674E+03,5.350092E+03,3.493670E-01,5.297013E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489653E+01,2.389594E+01,4.212655E+01,5.098426E+03,5.194747E+03,2.660886E-01,5.143190E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871565E+01,2.389598E+01,4.203631E+01
20:00:00,5.710537E+03,4.967858E+03,3.494198E-01,4.918740E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489685E+01,2.389560E+01,4.196463E+01,5.099866E+03,4.825079E+03,2.661638E-01,4.777358E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871654E+01,2.389563E+01,4.186684E+01
21:00:00,5.711394E+03,4.509073E+03,3.494723E-01,4.464603E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489717E+01,2.389535E+01,4.169759E+01,5.101295E+03,4.389301E+03,2.662384E-01,4.345997E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871741E+01,2.389539E+01,4.159451E+01
22:00:00,5.712242E+03,4.018959E+03,3.495242E-01,3.979387E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.388487E+01,2.489749E+01,2.389520E+01,4.134491E+01,5.102710E+03,3.923412E+03,2.663122E-01,3.884762E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110643E+01,2.871828E+01,2.389524E+01,4.124231E+01
