Time,100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],100 ROOM 1::Des Latent Heat Load [W],100 ROOM 1::Des Latent Cool Load [W],100 ROOM 1::Des Latent Heat Mass Flow [kg/s],100 ROOM 1::Des Latent Cool Mass Flow [kg/s],100 ROOM 1::Des Heat Load No DOAS [W],100 ROOM 1::Des Sens Cool Load No DOAS [W],100 ROOM 1::Des Latent Heat Load No DOAS [W],100 ROOM 1::Des Latent Cool Load No DOAS [W],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Temperature [C],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Relative Humidity [%],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Temperature [C],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Relative Humidity [%],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],101 ROOM 2::Des Latent Heat Load [W],101 ROOM 2::Des Latent Cool Load [W],101 ROOM 2::Des Latent Heat Mass Flow [kg/s],101 ROOM 2::Des Latent Cool Mass Flow [kg/s],101 ROOM 2::Des Heat Load No DOAS [W],101 ROOM 2::Des Sens Cool Load No DOAS [W],101 ROOM 2::Des Latent Heat Load No DOAS [W],101 ROOM 2::Des Latent Cool Load No DOAS [W],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Temperature [C],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Relative Humidity [%],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Temperature [C],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Relative Humidity [%]
01:00:00,4.193717E+03,2.496206E+03,2.188730E-01,2.471345E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827121E+01,2.389633E+01,3.873298E+01,4.252163E+03,2.467965E+03,2.219234E-01,2.443368E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.831631E+01,2.389639E+01,3.866528E+01
02:00:00,4.194468E+03,2.330024E+03,2.189122E-01,2.306790E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827180E+01,2.389645E+01,3.828614E+01,4.252925E+03,2.307473E+03,2.219631E-01,2.284447E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.831690E+01,2.389652E+01,3.822330E+01
03:00:00,4.195588E+03,2.197963E+03,2.189707E-01,2.175975E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827237E+01,2.389677E+01,3.787257E+01,4.254045E+03,2.179629E+03,2.220216E-01,2.157804E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.831746E+01,2.389686E+01,3.781590E+01
04:00:00,4.196381E+03,2.071053E+03,2.190120E-01,2.050219E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827308E+01,2.389733E+01,3.751439E+01,4.254856E+03,2.056494E+03,2.220639E-01,2.035796E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.831817E+01,2.389738E+01,3.746436E+01
05:00:00,4.197078E+03,1.974936E+03,2.190485E-01,1.955030E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827380E+01,2.389753E+01,3.717670E+01,4.255568E+03,1.963943E+03,2.221011E-01,1.944136E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.831888E+01,2.389758E+01,3.713320E+01
06:00:00,4.197818E+03,1.970669E+03,2.190871E-01,1.950735E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827442E+01,2.389788E+01,3.687134E+01,4.256319E+03,1.968001E+03,2.221403E-01,1.948078E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.831949E+01,2.389797E+01,3.683496E+01
07:00:00,4.198579E+03,2.074159E+03,2.191268E-01,2.052961E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827499E+01,2.389894E+01,3.673347E+01,4.257090E+03,2.102246E+03,2.221806E-01,2.080665E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.832006E+01,2.389939E+01,3.671275E+01
08:00:00,4.199350E+03,2.396566E+03,2.191670E-01,2.372087E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827556E+01,2.389887E+01,3.689388E+01,4.257871E+03,2.521316E+03,2.222213E-01,2.495560E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110656E+01,2.832062E+01,2.389888E+01,3.693164E+01
09:00:00,4.200124E+03,2.761856E+03,2.192074E-01,2.733531E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827615E+01,2.389929E+01,3.753366E+01,4.258656E+03,2.919888E+03,2.222623E-01,2.889747E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110656E+01,2.832121E+01,2.389996E+01,3.772813E+01
10:00:00,4.200896E+03,3.090479E+03,2.192477E-01,3.058556E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110655E+01,2.827675E+01,2.390003E+01,3.840155E+01,4.259439E+03,3.281687E+03,2.223031E-01,3.247162E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110656E+01,2.832181E+01,2.390194E+01,3.868903E+01
