Time,100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],100 ROOM 1::Des Latent Heat Load [W],100 ROOM 1::Des Latent Cool Load [W],100 ROOM 1::Des Latent Heat Mass Flow [kg/s],100 ROOM 1::Des Latent Cool Mass Flow [kg/s],100 ROOM 1::Des Heat Load No DOAS [W],100 ROOM 1::Des Sens Cool Load No DOAS [W],100 ROOM 1::Des Latent Heat Load No DOAS [W],100 ROOM 1::Des Latent Cool Load No DOAS [W],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Temperature [C],100 ROOM 1:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Relative Humidity [%],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Temperature [C],100 ROOM 1:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Relative Humidity [%],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Load [W],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Sens Cool Load [W],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Des Heat Mass Flow [kg/s],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Des Cool Mass Flow [kg/s],101 ROOM 2::Des Latent Heat Load [W],101 ROOM 2::Des Latent Cool Load [W],101 ROOM 2::Des Latent Heat Mass Flow [kg/s],101 ROOM 2::Des Latent Cool Mass Flow [kg/s],101 ROOM 2::Des Heat Load No DOAS [W],101 ROOM 2::Des Sens Cool Load No DOAS [W],101 ROOM 2::Des Latent Heat Load No DOAS [W],101 ROOM 2::Des Latent Cool Load No DOAS [W],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Temperature [C],101 ROOM 2:DENVER INTL AP ANN HTG 99.6% CONDNS DB 1:Heating Zone Relative Humidity [%],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Temperature [C],101 ROOM 2:DENVER INTL AP ANN CLG .4% CONDNS DB=>MWB 1:Cooling Zone Relative Humidity [%]
01:00:00,4.570177E+03,2.515010E+03,2.385212E-01,2.490017E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854474E+01,2.389610E+01,3.884301E+01,4.741036E+03,2.416775E+03,2.474412E-01,2.392289E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.881917E+01,2.389805E+01,3.598135E+01
02:00:00,4.570955E+03,2.326074E+03,2.385618E-01,2.302927E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854537E+01,2.389624E+01,3.834605E+01,4.741811E+03,2.181419E+03,2.474817E-01,2.159343E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.881972E+01,2.389793E+01,3.524290E+01
03:00:00,4.571668E+03,2.180053E+03,2.385991E-01,2.158288E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854597E+01,2.389657E+01,3.788389E+01,4.742521E+03,1.998088E+03,2.475187E-01,1.977846E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882023E+01,2.389804E+01,3.456800E+01
04:00:00,4.572764E+03,2.043724E+03,2.386562E-01,2.023177E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854649E+01,2.389727E+01,3.748449E+01,4.743609E+03,1.828675E+03,2.475755E-01,1.810056E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882069E+01,2.389855E+01,3.399066E+01
05:00:00,4.573563E+03,1.946966E+03,2.386980E-01,1.927337E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854710E+01,2.389755E+01,3.711419E+01,4.744405E+03,1.705885E+03,2.476171E-01,1.688495E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882122E+01,2.389867E+01,3.345189E+01
06:00:00,4.574276E+03,1.939068E+03,2.387352E-01,1.919399E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854771E+01,2.389817E+01,3.679158E+01,4.745115E+03,1.730525E+03,2.476541E-01,1.712829E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882176E+01,2.389899E+01,3.297992E+01
07:00:00,4.575033E+03,2.012667E+03,2.387747E-01,1.992122E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854825E+01,2.389881E+01,3.664416E+01,4.745869E+03,1.942120E+03,2.476934E-01,1.922013E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882222E+01,2.390026E+01,3.284924E+01
08:00:00,4.575815E+03,2.333539E+03,2.388155E-01,2.309902E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854875E+01,2.389802E+01,3.675749E+01,4.746646E+03,2.578486E+03,2.477340E-01,2.551854E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882266E+01,2.390001E+01,3.331879E+01
09:00:00,4.576609E+03,2.716712E+03,2.388569E-01,2.689066E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854926E+01,2.389849E+01,3.737620E+01,4.747436E+03,3.232683E+03,2.477752E-01,3.198573E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882310E+01,2.390225E+01,3.476197E+01
10:00:00,4.577408E+03,3.077733E+03,2.388986E-01,3.046167E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.854979E+01,2.389929E+01,3.828358E+01,4.748231E+03,3.803940E+03,2.478167E-01,3.762755E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882356E+01,2.390500E+01,3.640549E+01
11:00:00,4.578206E+03,3.400276E+03,2.389403E-01,3.365167E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.855033E+01,2.389998E+01,3.910815E+01,4.749025E+03,4.310362E+03,2.478582E-01,4.263571E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882403E+01,2.390529E+01,3.760627E+01
12:00:00,4.579002E+03,3.653161E+03,2.389818E-01,3.615174E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.855087E+01,2.390072E+01,3.971111E+01,4.749816E+03,4.637768E+03,2.478995E-01,4.587883E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882450E+01,2.390430E+01,3.838579E+01
13:00:00,4.579792E+03,3.914985E+03,2.390231E-01,3.874103E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.855141E+01,2.390116E+01,4.011405E+01,4.750602E+03,4.952429E+03,2.479405E-01,4.899579E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882497E+01,2.390345E+01,3.885294E+01
14:00:00,4.580575E+03,4.193175E+03,2.390639E-01,4.149589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.855195E+01,2.390068E+01,4.043948E+01,4.751380E+03,5.264968E+03,2.479811E-01,5.209001E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882544E+01,2.390303E+01,3.920508E+01
15:00:00,4.581350E+03,4.440366E+03,2.391044E-01,4.394618E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.855248E+01,2.389976E+01,4.074888E+01,4.752152E+03,5.482520E+03,2.480214E-01,5.424474E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882590E+01,2.390261E+01,3.952497E+01
16:00:00,4.582117E+03,4.585332E+03,2.391444E-01,4.538555E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110659E+01,2.855300E+01,2.389875E+01,4.101156E+01,4.752914E+03,5.530200E+03,2.480612E-01,5.472031E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.110680E+01,2.882635E+01,2.390192E+01,3.975263E+01
